-44.29247865892732,-2.530737286333835,0
-44.28729464423999,-2.531544404563002,0
-44.28376620167748,-2.533277700924414,0
-44.27766522722045,-2.53606474208116,0
-44.27220475171686,-2.538507115810835,0
-44.26485164941765,-2.542958862277811,0
-44.26167788475741,-2.545657226926692,0
-44.2594306724136,-2.546700499261205,0
-44.25527098285669,-2.549103158076953,0
-44.25366426038627,-2.549802090476085,0
-44.24825244608397,-2.553869332810028,0
-44.24574887441092,-2.557211875807189,0
-44.24387691286817,-2.559873922972149,0
-44.24081398187154,-2.566151229394649,0
-44.2402512247394,-2.569087465742741,0
-44.24006659920907,-2.573653114500186,0
-44.24015452062058,-2.576572696614469,0
-44.24128821677132,-2.581740324463446,0
-44.24206709970498,-2.585943309551517,0
-44.24347665716193,-2.589477165119262,0
-44.24456112097081,-2.593020641102425,0
-44.24563507738804,-2.596238107908675,0
-44.24669925475065,-2.599131135356163,0
-44.24715328716146,-2.603346255957061,0
-44.24823814122347,-2.606892729759939,0
-44.24994315239763,-2.609440941535116,0
-44.25272895422205,-2.615522450817791,0
-44.25448560629637,-2.619702729430009,0
-44.25685256391079,-2.622561705614748,0
-44.25954208797176,-2.62540378695813,0
-44.26090139197111,-2.627311578576946,0
-44.2639544049111,-2.631441083913156,0
-44.26561875766104,-2.632689137197276,0
-44.27035952277892,-2.638109277721528,0
-44.27338362960415,-2.641264831982794,0
-44.27543008059141,-2.64444762865252,0
-44.27649906747882,-2.647657312768874,0
-44.27692946918376,-2.651214409532212,0
-44.27868645794979,-2.655392287574699,0
-44.28040565938092,-2.658273954968701,0
-44.28246874339271,-2.661793389778746,0
-44.28385001706098,-2.664355224129422,0
-44.28561492322659,-2.668547992418443,0
-44.28734728142145,-2.671760688939108,0
-44.29007821386914,-2.675598151302561,0
-44.29042490485622,-2.676241054095401,0
-44.29349723806461,-2.681632546438875,0
-44.30126136944709,-2.692024360328165,0
-44.30553334417275,-2.69660505844428,0
-44.30985881615701,-2.702954660551079,0
-44.31475614450904,-2.708697449726654,0
-44.31956301364129,-2.711497683760376,0
-44.32502957022941,-2.716639243998353,0
-44.32926387503579,-2.720048132231807,0
-44.33294297410067,-2.724655371591323,0
-44.33789967257742,-2.732157596110012,0
-44.341695397028,-2.740286437185077,0
-44.34482932456382,-2.746079390357334,0
-44.34742800299951,-2.753658073615151,0
-44.35118684510114,-2.760614444467776,0
-44.35373901372896,-2.767026833817187,0
-44.35992298896888,-2.77627309143599,0
-44.3618899567403,-2.782698841919594,0
-44.3625516145011,-2.785037099250222,0
-44.36643145189247,-2.79612140288812,0
-44.36846966299036,-2.804903614285596,0
-44.36891189021733,-2.819632100413882,0
-44.36938130529305,-2.834945834236558,0
-44.3695257428334,-2.839657831089708,0
-44.36738211363348,-2.846797914256813,0
-44.36048200864037,-2.852903782867306,0
-44.3495605178036,-2.862668721256016,0
-44.34505174625296,-2.869878959590627,0
-44.34172259897478,-2.877052090367537,0
-44.33785691591363,-2.886008011217831,0
-44.33451114530135,-2.892589926800577,0
-44.33121953744154,-2.900936893649193,0
-44.32957804112106,-2.905112500101279,0
-44.3279730929501,-2.91046624506196,0
-44.3252431001882,-2.91762251308612,0
-44.32251289939928,-2.92477914347783,0
-44.32092592798553,-2.930722932096239,0
-44.31874883603421,-2.936684484649422,0
-44.31719819662528,-2.943807439001038,0
-44.31398691903407,-2.954518855141369,0
-44.31184581797856,-2.961660398816496,0
-44.31204662752403,-2.968144148249734,0
